OBJECTID,State Abbreviation,State FIPS Code,County FIPS Code,State and County FIPS Code,Tract FIPS Code,Block Group FIPS Code,FIPS Code,2022 Total Population,Persons per square mile,Area in square miles,2020 Total Population,2020 Population Density,Mean Year Built,Minimum Year Built,Maximum Year Built,Standard Deviation Year Built,Summarized Area in Square Miles,Count of Polygons,Area in Square Miles,Count of Points,Tract Gini,Tract Gini Margin Error
331,WA,53,33,53033,7700,2,530330077002,1116,12400,0.09,1110,12333.3,1901.80539,0,2021,354.669475,0.05861584,336,0.08987626,2,0.4677,0.0386
332,WA,53,33,53033,7700,3,530330077003,1353,15033.3,0.09,1305,14500,1881.68272,0,2022,374.497554,0.05932849,337,0.09367418,3,0.4677,0.0386
333,WA,53,33,53033,7700,4,530330077004,1684,24057.1,0.07,1649,23557.1,1927.1883,0,2021,334.065367,0.04551494,238,0.07238713,0,0.4677,0.0386
334,WA,53,33,53033,7800,1,530330078001,1290,4161.3,0.31,1284,4141.9,1444.48047,0,2021,747.713929,0.22997645,603,0.31062141,4,0.5067,0.0459
335,WA,53,33,53033,7800,2,530330078002,1545,8131.6,0.19,1541,8110.5,1766.62168,0,2021,485.297922,0.12791454,608,0.18897813,1,0.5067,0.0459
336,WA,53,33,53033,7800,3,530330078003,1180,9833.3,0.12,1160,9666.7,1818.05802,0,2021,488.936634,0.07918748,430,0.12055695,3,0.5067,0.0459
337,WA,53,33,53033,7800,4,530330078004,1304,6863.2,0.19,1300,6842.1,1831.22529,0,2021,479.198071,0.12629113,530,0.18976277,1,0.5067,0.0459
338,WA,53,33,53033,7901,1,530330079011,1391,34775,0.04,1376,34400,1920.32945,0,2021,379.775735,0.0244716,57,0.04042926,1,0.5365,0.0529
339,WA,53,33,53033,7901,2,530330079012,1445,24083.3,0.06,1431,23850,1884.65511,0,2022,441.302158,0.03988501,119,0.06276068,2,0.5365,0.0529
340,WA,53,33,53033,7902,1,530330079021,1144,38133.3,0.03,1096,36533.3,1737.03813,0,2020,675.199858,0.0214548,59,0.0329106,1,0.4845,0.0574
341,WA,53,33,53033,7902,2,530330079022,1337,22283.3,0.06,1324,22066.7,1902.25611,0,2022,350.378013,0.04033298,175,0.05904481,0,0.4845,0.0574
342,WA,53,33,53033,7902,3,530330079023,1265,18071.4,0.07,1262,18028.6,1914.23518,0,2022,272.698706,0.05103541,301,0.07452125,1,0.4845,0.0574
343,WA,53,33,53033,8002,1,530330080021,1359,67950,0.02,1347,67350,1990.14738,1960,2015,14.2395332,0.01178769,24,0.01982211,3,0.5032,0.0527
344,WA,53,33,53033,8002,2,530330080022,1435,28700,0.05,1393,27860,1656.09241,0,2014,744.397989,0.02376491,35,0.04602467,3,0.5032,0.0527
345,WA,53,33,53033,8002,3,530330080023,1843,92150,0.02,1679,83950,1860.2445,0,2018,505.286514,0.01417107,40,0.02462528,2,0.5032,0.0527
346,WA,53,33,53033,8003,1,530330080031,1428,47600,0.03,1417,47233.3,1772.9575,0,2018,631.830393,0.01492956,43,0.02676269,9,0.4618,0.0493
347,WA,53,33,53033,8003,2,530330080032,1572,78600,0.02,1468,73400,1843.38053,0,2017,533.889495,0.01122068,22,0.02121954,0,0.4618,0.0493
348,WA,53,33,53033,8003,3,530330080033,1353,45100,0.03,1234,41133.3,1832.58279,0,2019,557.292355,0.01472891,21,0.0281493,0,0.4618,0.0493
349,WA,53,33,53033,8004,1,530330080041,1363,136300,0.01,1307,130700,1952.4837,500.80956,2011,274.6965,0.0080557,14,0.01422953,0,0.3846,0.0587
350,WA,53,33,53033,8004,2,530330080042,961,48050,0.02,956,47800,1790.39831,0,2014,632.347514,0.00997761,15,0.01990608,1,0.3846,0.0587
351,WA,53,33,53033,8004,3,530330080043,1156,14450,0.08,1147,14337.5,1334.56036,0,2018,871.476592,0.04234235,24,0.07556006,1,0.3846,0.0587
352,WA,53,33,53033,8101,1,530330081011,896,22400,0.04,871,21775,1592.52497,0,2016,811.4345,0.02316155,28,0.03805821,10,0.5317,0.0798
353,WA,53,33,53033,8101,2,530330081012,1352,67600,0.02,1032,51600,1733.3757,0,2021,667.808501,0.01296701,24,0.02269806,1,0.5317,0.0798
354,WA,53,33,53033,8101,3,530330081013,909,22725,0.04,905,22625,1093.12724,0,2018,813.785168,0.02962592,24,0.04342952,2,0.5317,0.0798
355,WA,53,33,53033,8102,1,530330081021,1674,16740,0.1,1521,15210,1731.71898,0,2016,574.245658,0.06164801,66,0.10047242,5,0.4722,0.0624
356,WA,53,33,53033,8102,2,530330081022,1491,13554.5,0.11,1484,13490.9,1517.96627,0,2022,784.46809,0.06591038,83,0.11428557,9,0.4722,0.0624
357,WA,53,33,53033,8200,1,530330082001,1894,21044.4,0.09,1878,20866.7,1823.41588,0,2017,520.248131,0.05464081,48,0.09352232,6,0.5092,0.051
358,WA,53,33,53033,8200,2,530330082002,1377,45900,0.03,1369,45633.3,1917.22479,0,2021,412.134401,0.01250942,15,0.02672933,1,0.5092,0.051
359,WA,53,33,53033,8200,3,530330082003,1583,79150,0.02,1555,77750,1670.36026,0,2014,768.154923,0.01218842,12,0.02486181,1,0.5092,0.051
360,WA,53,33,53033,8300,1,530330083001,2101,42020,0.05,2063,41260,1981.11195,0,2021,188.282215,0.02983442,34,0.04741682,2,0.4705,0.0581
361,WA,53,33,53033,8300,2,530330083002,1359,33975,0.04,1354,33850,1138.69441,0,2014,1008.93667,0.02117155,24,0.0444578,2,0.4705,0.0581
362,WA,53,33,53033,8401,1,530330084011,992,33066.7,0.03,989,32966.7,1777.01784,0,2019,429.216699,0.0225148,28,0.03386198,3,0.3972,0.0483
363,WA,53,33,53033,8401,2,530330084012,1280,64000,0.02,1168,58400,1935.44922,0,2020,354.454196,0.01102251,19,0.01908459,1,0.3972,0.0483
364,WA,53,33,53033,8401,3,530330084013,1319,32975,0.04,1312,32800,1905.76809,0,2021,429.783693,0.02836138,22,0.04392559,0,0.3972,0.0483
365,WA,53,33,53033,8402,1,530330084021,1081,54050,0.02,1075,53750,1902.48016,0,2011,422.848673,0.01286254,39,0.02075364,3,0.4187,0.0398
366,WA,53,33,53033,8402,2,530330084022,934,46700,0.02,909,45450,1957.41863,0,2022,297.512038,0.00894469,24,0.01704892,5,0.4187,0.0398
367,WA,53,33,53033,8402,3,530330084023,1044,52200,0.02,1028,51400,1873.63097,0,2017,500.343362,0.01097704,29,0.01836166,2,0.4187,0.0398
368,WA,53,33,53033,8500,1,530330085001,1654,27566.7,0.06,1305,21750,1699.37317,0,2021,722.72335,0.03191601,38,0.06012249,0,0.5345,0.0473
369,WA,53,33,53033,8500,2,530330085002,1989,33150,0.06,1973,32883.3,1706.59682,0,2018,727.459446,0.03494239,28,0.0584601,1,0.5345,0.0473
370,WA,53,33,53033,8500,3,530330085003,1262,21033.3,0.06,1186,19766.7,1504.8073,0,2009,852.866325,0.02813327,16,0.05554326,1,0.5345,0.0473
371,WA,53,33,53033,8600,1,530330086001,1694,18822.2,0.09,1643,18255.6,1943.7717,0,2021,286.724592,0.05598438,187,0.08562914,1,0.5072,0.049
372,WA,53,33,53033,8600,2,530330086002,2128,23644.4,0.09,2113,23477.8,1644.97893,0,2022,758.430214,0.05621901,144,0.08739551,1,0.5072,0.049
373,WA,53,33,53033,8600,3,530330086003,2394,34200,0.07,2405,34357.1,1949.0962,0,2021,340.724722,0.06144155,27,0.07442711,1,0.5072,0.049
374,WA,53,33,53033,8600,4,530330086004,1483,49433.3,0.03,1478,49266.7,1959.54798,0,2016,256.143764,0.01600561,50,0.02720175,0,0.5072,0.049
375,WA,53,33,53033,8700,1,530330087001,1516,11661.5,0.13,1427,10976.9,1836.67732,0,2022,484.817823,0.08856648,378,0.13257501,1,0.4778,0.058
376,WA,53,33,53033,8700,2,530330087002,1309,21816.7,0.06,1284,21400,1872.0353,0,2021,437.308314,0.04078579,208,0.06332928,1,0.4778,0.058
377,WA,53,33,53033,8700,3,530330087003,1616,17955.6,0.09,1533,17033.3,1891.51039,0,2022,384.118959,0.05825345,291,0.0869022,1,0.4778,0.058
378,WA,53,33,53033,8800,1,530330088001,1445,11115.4,0.13,1428,10984.6,1890.87352,0,2022,324.842696,0.08327802,507,0.12753084,1,0.4526,0.049
379,WA,53,33,53033,8800,2,530330088002,1338,8362.5,0.16,1301,8131.3,1786.21392,0,2021,558.305559,0.11034401,420,0.15594792,3,0.4526,0.049
380,WA,53,33,53033,8800,3,530330088003,1130,14125,0.08,1093,13662.5,1884.90845,0,2022,357.253823,0.05321816,307,0.08276334,1,0.4526,0.049
381,WA,53,33,53033,8900,1,530330089001,1291,7594.1,0.17,1280,7529.4,1175.73233,0,2021,895.799388,0.11585297,387,0.1693546,1,0.5372,0.0776
382,WA,53,33,53033,8900,2,530330089002,1493,12441.7,0.12,1449,12075,1884.80308,0,2022,389.037771,0.07663769,413,0.117692,0,0.5372,0.0776
383,WA,53,33,53033,8900,3,530330089003,2491,22645.5,0.11,1441,13100,1785.42324,0,2021,574.822279,0.07573582,312,0.11351323,1,0.5372,0.0776
384,WA,53,33,53033,8900,4,530330089004,1459,16211.1,0.09,1455,16166.7,1891.09219,0,2021,401.412951,0.06080911,330,0.0897809,0,0.5372,0.0776
385,WA,53,33,53033,9000,1,530330090001,1580,10533.3,0.15,1533,10220,1628.76415,0,2022,763.605687,0.09906157,240,0.15478245,2,0.5989,0.0687
386,WA,53,33,53033,9000,2,530330090002,1633,23328.6,0.07,1613,23042.9,1873.39348,0,2020,441.104211,0.04602846,135,0.06618702,1,0.5989,0.0687
387,WA,53,33,53033,9000,3,530330090003,1163,10572.7,0.11,1138,10345.5,1580.5434,0,2021,791.289149,0.0549437,179,0.10950276,2,0.5989,0.0687
388,WA,53,33,53033,9100,1,530330091001,1902,15850,0.12,1292,10766.7,1288.68118,0,2021,960.440794,0.06267728,97,0.11605373,6,0.4843,0.0536
389,WA,53,33,53033,9100,2,530330091002,1969,49225,0.04,1643,41075,1767.7201,0,2017,630.307596,0.0253293,47,0.04250518,3,0.4843,0.0536
390,WA,53,33,53033,9200,1,530330092001,2016,40320,0.05,1760,35200,1284.53646,0,2021,966.544337,0.02287474,50,0.051512,1,0.5674,0.0691
391,WA,53,33,53033,9200,2,530330092002,1618,20225,0.08,1614,20175,1020.60635,0,2021,910.021235,0.04822451,101,0.07903999,7,0.5674,0.0691
392,WA,53,33,53033,9300,1,530330093001,1041,3589.7,0.29,917,3162.1,1598.9958,0,2021,787.233455,0.13780085,111,0.29233507,1,0.4169,0.0569
393,WA,53,33,53033,9300,2,530330093002,1488,1730.2,0.86,1435,1668.6,1411.88451,0,2018,837.874884,0.62728752,140,0.86028038,3,0.4169,0.0569
394,WA,53,33,53033,9300,3,530330093003,1275,512,2.49,1259,505.6,1441.79703,0,2021,864.045254,1.67036122,1097,2.49149357,7,0.4169,0.0569
395,WA,53,33,53033,9400,1,530330094001,1288,21466.7,0.06,1233,20550,1932.06098,0,2022,306.337032,0.03942194,162,0.05853872,0,0.4715,0.0458
396,WA,53,33,53033,9400,2,530330094002,1643,8647.4,0.19,1471,7742.1,1800.40404,0,2022,545.576258,0.11734448,431,0.18969957,0,0.4715,0.0458
397,WA,53,33,53033,9400,3,530330094003,1411,14110,0.1,1266,12660,1947.49132,0,2022,167.085671,0.0626216,276,0.09876598,1,0.4715,0.0458
398,WA,53,33,53033,9400,4,530330094004,1405,7025,0.2,1369,6845,1721.42285,0,2022,666.770844,0.06797791,254,0.19889926,1,0.4715,0.0458
399,WA,53,33,53033,9400,5,530330094005,1289,11718.2,0.11,1227,11154.5,1474.34609,0,2021,862.97866,0.06113948,191,0.10515883,3,0.4715,0.0458
400,WA,53,33,53033,9500,1,530330095001,1715,6351.9,0.27,1704,6311.1,1683.503,0,2021,598.900296,0.17045671,654,0.26585023,2,0.5567,0.051
401,WA,53,33,53033,9500,2,530330095002,1936,6453.3,0.3,1861,6203.3,1698.08544,0,2022,687.382325,0.17340867,541,0.2988011,5,0.5567,0.051
402,WA,53,33,53033,9500,3,530330095003,1496,5753.8,0.26,1435,5519.2,1441.33989,0,2021,795.877582,0.18499242,563,0.26155094,2,0.5567,0.051
403,WA,53,33,53033,9500,4,530330095004,1769,9827.8,0.18,1747,9705.6,1825.20923,0,2021,503.011746,0.11889592,356,0.1767177,0,0.5567,0.051
404,WA,53,33,53033,9600,1,530330096001,1530,7650,0.2,1523,7615,1390.20247,0,2021,892.830118,0.1329345,493,0.19733912,3,0.4321,0.0443
405,WA,53,33,53033,9600,2,530330096002,1524,6096,0.25,1426,5704,924.217026,0,2022,916.737208,0.18813661,382,0.25185085,2,0.4321,0.0443
406,WA,53,33,53033,9600,3,530330096003,1481,9256.3,0.16,1461,9131.3,1795.47093,0,2021,533.613131,0.1090934,491,0.16190093,0,0.4321,0.0443
407,WA,53,33,53033,9600,4,530330096004,1493,12441.7,0.12,1437,11975,1943.05654,0,2022,148.016092,0.07093885,359,0.12403556,0,0.4321,0.0443
408,WA,53,33,53033,9701,1,530330097011,1424,10953.8,0.13,1413,10869.2,1674.43803,0,2022,639.36005,0.09252497,354,0.12665324,0,0.4916,0.0314
409,WA,53,33,53033,9701,2,530330097012,1630,6037,0.27,1617,5988.9,1385.97713,0,2021,893.728908,0.2093681,602,0.27492102,1,0.4916,0.0314
410,WA,53,33,53033,9701,3,530330097013,1466,10471.4,0.14,1458,10414.3,1335.7571,0,2020,857.558959,0.09676194,311,0.13840596,2,0.4916,0.0314
411,WA,53,33,53033,9701,4,530330097014,1475,8194.4,0.18,1467,8150,1813.70885,0,2021,424.171169,0.13000918,519,0.17769712,0,0.4916,0.0314
412,WA,53,33,53033,9702,1,530330097021,1496,8800,0.17,1485,8735.3,1957.85392,0,2022,48.1178578,0.11388544,488,0.17135131,0,0.4088,0.043
413,WA,53,33,53033,9702,2,530330097022,1436,4951.7,0.29,1428,4924.1,1123.89097,0,2022,971.095637,0.23766223,577,0.29468762,2,0.4088,0.043
414,WA,53,33,53033,9702,3,530330097023,1549,7376.2,0.21,1486,7076.2,1872.7376,0,2022,396.933208,0.13326546,615,0.20627802,1,0.4088,0.043
415,WA,53,33,53033,9702,4,530330097024,1523,8015.8,0.19,1512,7957.9,1933.93037,0,2021,206.636453,0.12244747,559,0.1850162,1,0.4088,0.043
416,WA,53,33,53033,9801,1,530330098011,1169,8350,0.14,975,6964.3,1815.48038,0,2022,526.633354,0.10007425,273,0.14434276,3,0.5241,0.0907
417,WA,53,33,53033,9801,2,530330098012,1426,10185.7,0.14,1419,10135.7,1920.23087,0,2022,212.148308,0.09101908,531,0.13670715,0,0.5241,0.0907
418,WA,53,33,53033,9801,3,530330098013,1455,13227.3,0.11,1452,13200,1942.4765,0,2021,77.3644379,0.07344002,403,0.10686042,3,0.5241,0.0907
419,WA,53,33,53033,9802,1,530330098021,1131,8700,0.13,1105,8500,1922.33217,0,2020,225.841101,0.07974709,398,0.12556587,0,0.418,0.0368
420,WA,53,33,53033,9802,2,530330098022,1268,9753.8,0.13,1188,9138.5,1880.64355,0,2022,395.337043,0.08010903,357,0.12537447,0,0.418,0.0368
421,WA,53,33,53033,9802,3,530330098023,1234,11218.2,0.11,1230,11181.8,1932.53793,0,2019,193.033101,0.06574544,323,0.10515343,4,0.418,0.0368
422,WA,53,33,53033,9900,1,530330099001,1409,8806.3,0.16,1336,8350,1757.87638,0,2021,600.724257,0.09263775,439,0.16485703,0,0.4515,0.0405
423,WA,53,33,53033,9900,2,530330099002,1639,4202.6,0.39,1595,4089.7,1664.35621,0,2021,722.82644,0.34281356,201,0.39463569,0,0.4515,0.0405
424,WA,53,33,53033,9900,3,530330099003,1890,4609.8,0.41,1821,4441.5,1185.32802,0,2021,969.526996,0.32401831,808,0.41102972,1,0.4515,0.0405
425,WA,53,33,53033,9900,4,530330099004,1524,970.7,1.57,1505,958.6,1129.55738,0,2021,941.329981,1.07945661,550,1.56733151,5,0.4515,0.0405
426,WA,53,33,53033,10001,1,530330100011,1588,4071.8,0.39,1196,3066.7,1482.35671,0,2021,608.7359,0.29867847,453,0.386679,0,0.5959,0.1038
427,WA,53,33,53033,10001,2,530330100012,1604,4582.9,0.35,1613,4608.6,1594.06967,0,2020,653.321199,0.20171319,380,0.34635476,3,0.5959,0.1038
428,WA,53,33,53033,10001,3,530330100013,1985,11676.5,0.17,1717,10100,844.873729,0,2021,987.310528,0.11432011,155,0.16571786,0,0.5959,0.1038
429,WA,53,33,53033,10002,1,530330100021,1503,13663.6,0.11,1531,13918.2,1936.17163,0,2022,121.205356,0.06550562,425,0.10620487,0,0.4335,0.0365
430,WA,53,33,53033,10002,2,530330100022,1559,14172.7,0.11,1541,14009.1,1928.89253,0,2022,200.234546,0.06468704,326,0.10978135,1,0.4335,0.0365
431,WA,53,33,53033,10002,3,530330100023,1916,12773.3,0.15,1789,11926.7,1895.34312,0,2020,319.852499,0.0917788,531,0.15004448,0,0.4335,0.0365
432,WA,53,33,53033,10101,1,530330101011,1206,15075,0.08,1203,15037.5,1793.28607,0,2022,544.129071,0.06255541,189,0.08157935,2,0.5983,0.0514
433,WA,53,33,53033,10101,2,530330101012,1711,19011.1,0.09,1707,18966.7,1683.10499,0,2018,718.487124,0.06695724,164,0.09035649,0,0.5983,0.0514
434,WA,53,33,53033,10101,3,530330101013,1421,8881.3,0.16,1418,8862.5,1812.00708,0,2021,521.834859,0.11611879,497,0.16458938,3,0.5983,0.0514
435,WA,53,33,53033,10102,1,530330101021,1442,4120,0.35,1441,4117.1,1425.96194,0,2021,853.793541,0.22780486,602,0.35300271,1,0.4417,0.0446
436,WA,53,33,53033,10102,2,530330101022,1509,7545,0.2,1473,7365,1812.6495,0,2020,511.791725,0.14601339,548,0.2041292,1,0.4417,0.0446
437,WA,53,33,53033,10102,3,530330101023,1550,22142.9,0.07,1468,20971.4,1797.481,0,2021,546.392329,0.04540335,212,0.06959162,1,0.4417,0.0446
438,WA,53,33,53033,10200,1,530330102001,1598,6392,0.25,1583,6332,1814.67178,0,2021,509.182726,0.17718398,666,0.25297667,0,0.381,0.0333
439,WA,53,33,53033,10200,2,530330102002,1090,1981.8,0.55,1079,1961.8,1546.94071,0,2020,315.131032,0.5008413,421,0.55184878,1,0.381,0.0333
440,WA,53,33,53033,10200,3,530330102003,1203,10025,0.12,1205,10041.7,1905.9133,0,2021,322.960027,0.09141446,424,0.12366463,0,0.381,0.0333
441,WA,53,33,53033,10200,4,530330102004,1171,7806.7,0.15,1168,7786.7,1902.75893,0,2022,303.405356,0.09745028,501,0.15018908,1,0.381,0.0333
442,WA,53,33,53033,10301,1,530330103011,1234,8814.3,0.14,1221,8721.4,1861.25509,0,2021,401.562507,0.10121763,460,0.14152203,1,0.462,0.0426
443,WA,53,33,53033,10301,2,530330103012,1317,9407.1,0.14,1251,8935.7,1902.26544,0,2021,306.509379,0.10202853,399,0.14120853,2,0.462,0.0426
444,WA,53,33,53033,10301,3,530330103013,1406,14060,0.1,1378,13780,1855.78328,0,2022,452.540466,0.07670975,267,0.10442875,1,0.462,0.0426
445,WA,53,33,53033,10302,1,530330103021,1440,20571.4,0.07,1395,19928.6,1793.31701,0,2022,581.942703,0.04714318,128,0.06527174,1,0.4387,0.0575
446,WA,53,33,53033,10302,2,530330103022,1281,16012.5,0.08,1188,14850,1714.03609,0,2021,654.834485,0.06195356,225,0.08280505,4,0.4387,0.0575
447,WA,53,33,53033,10302,3,530330103023,1327,13270,0.1,1184,11840,1869.37942,0,2021,431.743609,0.06622417,264,0.0959859,3,0.4387,0.0575
448,WA,53,33,53033,10401,1,530330104011,1269,7050,0.18,1236,6866.7,1515.26217,0,2022,818.822476,0.12642925,478,0.17980007,0,0.4432,0.0578
449,WA,53,33,53033,10401,2,530330104012,1722,6888,0.25,1718,6872,1577.66884,0,2022,780.609837,0.17679733,602,0.24555521,1,0.4432,0.0578
450,WA,53,33,53033,10401,3,530330104013,1596,7980,0.2,1560,7800,1623.143,0,2022,748.487036,0.15197673,493,0.20393697,1,0.4432,0.0578
451,WA,53,33,53033,10402,1,530330104021,1493,6220.8,0.24,1457,6070.8,1422.13734,0,2021,887.01111,0.15701278,468,0.2416888,2,0.4337,0.0439
452,WA,53,33,53033,10402,2,530330104022,1267,7038.9,0.18,1258,6988.9,1634.56956,0,2022,721.160898,0.14204761,466,0.18276588,0,0.4337,0.0439
453,WA,53,33,53033,10402,3,530330104023,997,9063.6,0.11,990,9000,1824.91971,0,2021,490.852834,0.07582623,335,0.11242145,0,0.4337,0.0439
454,WA,53,33,53033,10402,4,530330104024,1398,9985.7,0.14,1392,9942.9,1822.53282,0,2021,484.939737,0.09219055,434,0.13606141,0,0.4337,0.0439
455,WA,53,33,53033,10501,1,530330105011,2076,29657.1,0.07,1869,26700,1859.67862,0,2021,475.040301,0.04657009,158,0.07057381,1,0.4351,0.0482
456,WA,53,33,53033,10501,2,530330105012,1540,11000,0.14,1524,10885.7,1784.32297,0,2022,560.493844,0.10077179,365,0.13883626,0,0.4351,0.0482
457,WA,53,33,53033,10501,3,530330105013,1397,17462.5,0.08,1385,17312.5,1917.84115,0,2019,349.957703,0.04526722,152,0.07708642,2,0.4351,0.0482
458,WA,53,33,53033,10502,1,530330105021,1293,10775,0.12,1247,10391.7,1903.13314,0,2019,326.22851,0.07770807,354,0.11815486,4,0.4423,0.0634
459,WA,53,33,53033,10502,2,530330105022,1221,8140,0.15,1197,7980,1932.54729,0,2020,170.726962,0.10079492,465,0.14595329,1,0.4423,0.0634
460,WA,53,33,53033,10502,3,530330105023,1303,18614.3,0.07,1301,18585.7,1910.90891,0,2021,300.157754,0.05075035,201,0.07371844,1,0.4423,0.0634
461,WA,53,33,53033,10502,4,530330105024,1682,42050,0.04,1549,38725,1829.87765,0,2018,544.768996,0.02444489,63,0.03897064,3,0.4423,0.0634
462,WA,53,33,53033,10601,1,530330106011,1358,10446.2,0.13,1308,10061.5,1954.22324,1904,2021,33.1100584,0.08514601,380,0.1258962,1,0.4006,0.0362
463,WA,53,33,53033,10601,2,530330106012,1400,10769.2,0.13,1373,10561.5,1947.23309,0,2022,164.371403,0.08455625,351,0.1263556,0,0.4006,0.0362
464,WA,53,33,53033,10601,3,530330106013,1413,8311.8,0.17,1393,8194.1,1945.4308,0,2022,176.369132,0.1186286,448,0.16829196,1,0.4006,0.0362
465,WA,53,33,53033,10602,1,530330106021,1440,8470.6,0.17,1411,8300,1862.95996,0,2020,414.513987,0.11880925,481,0.1743485,2,0.4911,0.0682
466,WA,53,33,53033,10602,2,530330106022,1382,4765.5,0.29,1360,4689.7,1543.48026,0,2022,655.587966,0.2363539,641,0.28883091,1,0.4911,0.0682
467,WA,53,33,53033,10602,3,530330106023,1242,10350,0.12,1220,10166.7,1923.7602,0,2020,227.56202,0.08139811,384,0.1170848,0,0.4911,0.0682
468,WA,53,33,53033,10701,1,530330107011,1795,8975,0.2,1780,8900,1543.86452,0,2019,818.23122,0.14815236,285,0.19639947,0,0.4246,0.0558
469,WA,53,33,53033,10701,2,530330107012,1080,7200,0.15,1077,7180,1305.23208,0,2020,934.842829,0.1206903,308,0.15417831,0,0.4246,0.0558
470,WA,53,33,53033,10701,3,530330107013,1275,6071.4,0.21,1264,6019,1321.25184,0,2020,897.897142,0.17045863,263,0.2135624,2,0.4246,0.0558
471,WA,53,33,53033,10702,1,530330107021,1190,9916.7,0.12,1187,9891.7,1688.43688,0,2021,693.705417,0.07987313,282,0.11574245,0,0.479,0.0557
472,WA,53,33,53033,10702,2,530330107022,1934,24175,0.08,1933,24162.5,1800.23279,0,2018,614.702775,0.05454778,43,0.07964588,1,0.479,0.0557
473,WA,53,33,53033,10702,3,530330107023,1486,13509.1,0.11,1416,12872.7,1935.29876,0,2020,335.009117,0.0801061,116,0.10581295,1,0.479,0.0557
474,WA,53,33,53033,10800,1,530330108001,1536,1435.5,1.07,1529,1429,1315.08544,0,2022,886.860951,0.92420145,611,1.06783658,1,0.3941,0.0542
475,WA,53,33,53033,10800,2,530330108002,1625,5416.7,0.3,1618,5393.3,1588.4714,0,2022,781.022359,0.23675961,596,0.30214465,0,0.3941,0.0542
476,WA,53,33,53033,10800,3,530330108003,1970,8565.2,0.23,1916,8330.4,1671.77897,0,2021,712.554047,0.17272485,655,0.22944162,3,0.3941,0.0542
477,WA,53,33,53033,10900,1,530330109001,742,623.5,1.19,617,518.5,1632.47578,0,2021,369.999777,0.93738708,231,1.19293161,1,0.4807,0.0796
478,WA,53,33,53033,10900,2,530330109002,807,906.7,0.89,840,943.8,1725.83234,0,2022,593.674537,0.64577502,627,0.88689871,8,0.4807,0.0796
479,WA,53,33,53033,11001,1,530330110011,1719,19100,0.09,1562,17355.6,1229.05261,0,2021,970.751869,0.06790576,202,0.09116426,0,0.5961,0.0652
480,WA,53,33,53033,11001,2,530330110012,1457,9106.3,0.16,1456,9100,1551.44148,0,2020,819.313984,0.12516887,292,0.16382263,2,0.5961,0.0652
481,WA,53,33,53033,11001,3,530330110013,1764,11025,0.16,1772,11075,1309.17958,0,2022,942.240594,0.12899237,246,0.16214706,2,0.5961,0.0652
482,WA,53,33,53033,11002,1,530330110021,1404,3265.1,0.43,1400,3255.8,1193.17472,0,2021,961.028607,0.2280644,488,0.42532948,0,0.4155,0.0466
483,WA,53,33,53033,11002,2,530330110022,1606,13383.3,0.12,1590,13250,1815.85045,0,2022,521.250163,0.08304248,356,0.12426166,0,0.4155,0.0466
484,WA,53,33,53033,11002,3,530330110023,1745,15863.6,0.11,1600,14545.5,1599.70765,0,2021,791.868787,0.08164613,194,0.11435034,1,0.4155,0.0466
485,WA,53,33,53033,11101,1,530330111011,2021,18372.7,0.11,1880,17090.9,1886.73547,0,2022,399.74969,0.0837101,250,0.11090236,1,0.463,0.0646
486,WA,53,33,53033,11101,2,530330111012,1110,18500,0.06,814,13566.7,1428.82921,0,2022,882.88065,0.04006871,99,0.05620987,1,0.463,0.0646
487,WA,53,33,53033,11101,3,530330111013,1566,13050,0.12,1524,12700,1834.09957,0,2022,470.46454,0.0930227,398,0.12236589,0,0.463,0.0646
488,WA,53,33,53033,11101,4,530330111014,1656,11040,0.15,1529,10193.3,1874.40744,0,2021,386.719515,0.10311679,451,0.14944905,0,0.463,0.0646
489,WA,53,33,53033,11102,1,530330111021,1385,5540,0.25,1367,5468,1631.62282,0,2022,602.870516,0.21516605,477,0.25025278,1,0.4448,0.0497
490,WA,53,33,53033,11102,2,530330111022,1271,11554.5,0.11,1207,10972.7,1920.77322,0,2020,292.849359,0.09044928,281,0.11020417,0,0.4448,0.0497
491,WA,53,33,53033,11102,3,530330111023,867,17340,0.05,802,16040,1826.34523,0,2019,503.035599,0.03521381,123,0.04567328,0,0.4448,0.0497
492,WA,53,33,53033,11102,4,530330111024,1283,12830,0.1,1276,12760,1910.62586,0,2017,282.14258,0.07559495,272,0.09703598,1,0.4448,0.0497
493,WA,53,33,53033,11200,1,530330112001,1467,3578,0.41,1426,3478,1391.05525,0,2021,897.018425,0.28650029,514,0.41283029,4,0.5401,0.0855
494,WA,53,33,53033,11200,2,530330112002,1274,3538.9,0.36,1252,3477.8,1703.21103,0,2021,670.659876,0.23635007,500,0.36100893,3,0.5401,0.0855
495,WA,53,33,53033,11200,3,530330112003,1122,5905.3,0.19,1058,5568.4,1731.59823,0,2022,580.24267,0.13278996,348,0.18509538,2,0.5401,0.0855
496,WA,53,33,53033,11300,1,530330113001,2126,2592.7,0.82,2107,2569.5,1390.73158,0,2022,894.068177,0.60993479,513,0.81669617,1,0.4311,0.0485
497,WA,53,33,53033,11300,2,530330113002,1243,8286.7,0.15,1213,8086.7,1935.64734,0,2022,220.097646,0.10518616,396,0.14787611,0,0.4311,0.0485
498,WA,53,33,53033,11300,3,530330113003,1008,9163.6,0.11,995,9045.5,1901.04089,0,2022,314.698045,0.07366344,339,0.10695775,0,0.4311,0.0485
