OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History,Sum Planning Existing Land Use Code,Summarized Area in Square Miles,Count of Polygons,JOIN ID,Area in Square Miles,Count of Type,Mixed Use Type
2445,5149,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",56.75611737,0.00946693,12,2445,0.01005708,3,Some Mixed Use
2446,5163,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",67.98335781,0.0007138,17,2446,0.00126088,1,Some Mixed Use
2448,5165,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",30.0000003,0.00116226,4,2448,0.00188449,2,Some Mixed Use
2457,4722,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",99,0.00573087,32,2457,0.00836132,4,Some Mixed Use
2458,4723,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",14.64864905,0.00410531,5,2458,0.00493148,2,Some Mixed Use
2465,4730,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3,ORD119343; L-2",23.90201034,0.00029094,7,2465,0.00036557,1,Some Mixed Use
2473,4733,LR3 (M),ORD120712,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3,ORD120712,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,ORD120712,04/19/2019; LR3,ORD123495,ORD120712,04/19/2011; L-3,ORD120712,ORD120712,02/09/2002",42.00001345,0.00093224,15,2473,0.00134006,2,Some Mixed Use
2475,4735,LR3 (M),ORD120712,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3,ORD120712,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,ORD120712,04/19/2019; LR3,ORD123495,ORD120712,04/19/2011; L-3,ORD120712,ORD120712,02/09/2002",57.14136553,0.00078521,16,2475,0.00110484,3,Some Mixed Use
2477,4737,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",417.4358689,0.01347876,127,2477,0.02067955,3,Some Mixed Use
2509,4763,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",605.9833362,0.01775686,177,2509,0.03003677,3,Some Mixed Use
2510,4764,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",3,0.01362302,1,2510,0.01556708,1,Some Mixed Use
2790,6357,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",73.99378948,0.00195812,15,2790,0.00293259,2,Some Mixed Use
2795,6362,LR3 (M), ,125791,4/19/19 00:00, , , ,SS, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , ,SS, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",429.0021213,0.00694505,77,2795,0.01164608,4,Some Mixed Use
2796,6363,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",94.99428164,0.00324199,27,2796,0.00457095,3,Some Mixed Use
2802,6369,LR3 (M), ,125791,4/19/19 00:00, , , , ,OT,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , ,OT,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-4,ORD120457,08/30/2001; L-2",237.9328976,0.01447534,50,2802,0.01895405,7,Some Mixed Use
2809,6375,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-4,ORD120457,08/30/2001; L-2",46.76459428,0.0035512,26,2809,0.00583679,3,Some Mixed Use
2815,6381,LR3 (M),CF307757,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3,CF307757,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,CF307757,04/19/2019; LR3,ORD123495,CF307757,04/19/2011; L-4,ORD122184,CF307757,09/06/2006; L-2",11.99747662,0.001173,6,2815,0.00155501,3,Some Mixed Use
2816,6382,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",32.70084599,0.00171005,8,2816,0.0027621,4,Some Mixed Use
2817,5981,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",211.0274445,0.00366767,56,2817,0.0054523,2,Some Mixed Use
2822,6386,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",28.14114421,0.00398538,13,2822,0.00503673,3,Some Mixed Use
2825,6388,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",87.2415668,0.00436953,13,2825,0.00548715,5,Some Mixed Use
2829,6390,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",61.31418066,0.00133877,7,2829,0.00210426,4,Some Mixed Use
2842,6401,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",308.0278206,0.00709566,77,2842,0.01006401,5,Some Mixed Use
2843,5995,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",325.0649368,0.00768683,87,2843,0.01069141,4,Some Mixed Use
2844,6402,LR3 (M), ,125791,4/19/19 00:00, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",3.99999648,0.0039901,1,2844,0.00476104,1,Some Mixed Use
2845,5996,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",140.8771916,0.0032826,46,2845,0.00484419,4,Some Mixed Use
2851,5999,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",17.29521549,0.00397406,4,2851,0.00482999,4,Some Mixed Use
2869,6583,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",143.3895692,0.00333706,45,2869,0.00630147,5,Some Mixed Use
2870,6584,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",8.28418621,0.00088835,8,2870,0.00118068,3,Some Mixed Use
2879,6644,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",76.39095618,0.05291353,9,2879,0.05518668,2,Some Mixed Use
2881,6645,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",169.0305455,0.00367835,46,2881,0.00538257,4,Some Mixed Use
2882,6599,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",233.0113799,0.00575737,61,2882,0.01041459,4,Some Mixed Use
2888,6602,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",21,0.00061868,4,2888,0.00132108,2,Some Mixed Use
2889,6647,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",36.26268224,0.00481755,11,2889,0.00727196,4,Some Mixed Use
2892,6604,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",164,0.00449186,39,2892,0.00676083,4,Some Mixed Use
2903,6615,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-4,ORD119795; L-3",280,0.0059129,71,2903,0.01963071,4,Some Mixed Use
2909,6621,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",87.27112948,0.0065422,24,2909,0.00870227,2,Some Mixed Use
2910,6622,LR3 (M),CF299930,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3,CF299930,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,CF299930,04/19/2019; LR3,ORD123495,CF299930,04/19/2011; L-3,ORD117580,CF299930; SF 5000",4.00005952,0.00029062,2,2910,0.00035519,1,Some Mixed Use
2912,6624,LR3 (M), ,125791,4/19/19 00:00, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",23.99939994,0.00894416,7,2912,0.01557645,2,Some Mixed Use
2917,6627,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",196.114688,0.00748586,44,2917,0.01122178,3,Some Mixed Use
2928,5964,LR3 (M), ,125791,4/19/19 00:00, , , ,SO, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , ,SO, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3,ORD122829,09/27/2008; L-3,ORD118624; SF 7200",1.01918718,0.00340264,2,2928,0.00413426,2,Some Mixed Use
2929,5965,LR3 (M), ,125791,4/19/19 00:00, , , ,SO, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , ,SO, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3,ORD122829,09/27/2008; L-3,ORD118624; SF 7200",14.98296041,0.00301441,3,2929,0.00333287,3,Some Mixed Use
2931,5967,LR3 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/11 00:00, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019; LR3,ORD123495,04/19/2011; L-3",29.67406207,0.02605808,9,2931,0.02968038,4,Some Mixed Use
